"Y","E1","E2","E3","E4","G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","G11","G12","G13","G14","G15","G16","G17","G18","G19","G20"
16322030.2623993,5.95970383612439,9.13082871562801,10.6133650497068,5.90814271639101,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
22904245.8808609,5.87905390118249,11.3158838194795,11.2990817895625,11.2045103132259,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
13495986.6270545,11.0801168300677,8.62383214733563,10.9185737674125,11.7843522639014,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
5115204.66171279,7.66918950132094,8.09342812933028,5.8502382885199,7.63914296147414,0,1,1,0,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,0
8999722.03331202,10.1514949761331,8.98890150221996,9.98544866265729,10.9786045034416,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
17015473.1890885,7.6129171224311,9.08078044187278,8.27428850485012,7.81193948746659,1,1,1,0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,0
12644968.6858027,9.33139035245404,11.221803937573,5.30699915857986,8.11555257928558,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,0
18439957.8591929,10.6797045662533,11.6770880366676,10.1170627847314,9.42823282047175,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1
9534933.4379209,8.24569334741682,6.9770729476586,8.40181983727962,11.0334464397747,1,0,1,1,1,1,0,1,0,0,1,1,1,0,0,1,1,1,1,1
28292779.5643408,9.27410699636675,8.88545581628568,10.5366950288881,8.2561472824309,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1
6307443.96896974,10.7716692814138,8.8310309201479,6.60450628143735,8.98925457056612,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1
11307539.6984272,8.44155137706548,9.41738131502643,8.90867168782279,5.72544476739131,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1
17733297.7255005,8.05232269666158,11.3633080869913,8.79004963045008,9.10881040082313,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1
13162395.8588417,7.04672358068638,7.5455799116753,10.0371166949626,6.70743073802441,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
16081154.8798743,7.12296683783643,7.66908910800703,5.81982884928584,9.40242232335731,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0
13922543.2985543,9.99838864989579,6.49756973003969,8.79755320353433,11.3163800572511,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0
9555343.03701005,9.9747707976494,6.5013605938293,10.1556711965241,8.92424414656125,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1
5618762.82757204,6.74487959872931,8.64424974634312,5.0022339313291,10.4263293265831,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0
7143301.77881537,5.2547172321938,11.3169257810805,5.451937234262,11.5593450278975,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,1,0,1,1
14711107.8103947,10.727824852569,11.5089283525012,6.93543771118857,7.62888267124072,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0
8528336.87689361,11.507714699721,6.94856859208085,10.8897939862218,6.24656985048205,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1
5361452.86193932,5.75357504957356,5.73523901542649,7.85882482910529,6.71741367131472,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1
32891920.0741843,7.61139372829348,8.64305274374783,11.074348665541,6.24362643808126,1,0,1,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1
9233928.85193468,9.20095637743361,11.1425764770247,5.69508186425082,9.02843645703979,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12800495.4168315,11.7388028486166,7.98093741293997,10.9681278439239,5.14678547694348,1,1,1,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1
4559487.38322247,7.98524678917602,7.17025979608297,5.12832040875219,8.29830827750266,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
2481088.24203396,11.2613576531876,5.15403793472797,7.37743220501579,7.6285942022223,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1
12699297.3184096,7.21414003684185,11.8227784119081,6.0043196300976,9.16624571266584,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1
5676960.32759671,6.20130661921576,8.76360487635247,8.07088667177595,5.37852220726199,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,1,1,1
4348948.23162017,7.32277671946213,5.06319750798866,5.0026684300974,9.91683222842403,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1
18403686.6244688,7.25407532788813,10.0333688436076,11.4158991419245,11.1081229692791,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
18011598.0933537,7.91244936245494,7.06436283816583,10.9422910481226,8.3862911129836,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1
7717649.09979826,8.50840412545949,6.72756202751771,7.19939581234939,11.0723963368218,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1
25449660.4868929,10.6288148257881,10.6647962324787,11.1376191582531,7.21023109462112,1,1,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,0,1,1
4707459.80819731,6.51234759716317,8.15875485469587,7.36468185321428,8.12853884510696,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1
17196120.8440005,8.34333362919278,8.97019961383194,8.21030345582403,7.7803023790475,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1
15659128.4969647,9.82529577962123,9.4807089001406,9.55976331024431,6.58946567354724,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0
11827465.8862876,9.90481970016845,10.1394500080496,5.35923407459632,6.01097314571962,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1
21643572.4141589,5.43157768761739,11.0226393223274,11.6387209368404,6.8364238885697,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1
8315095.87833065,6.33442551642656,7.86687773931772,5.36459409771487,9.5313711038325,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
4686569.96571614,6.39736702945083,5.9011551507283,8.66258773300797,9.84331415966153,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0,1
518967.080257748,6.91020701895468,6.33146939147264,6.37467683339491,5.53224325878546,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0
30686849.4962121,10.2326235794462,11.6823211803567,9.64607635675929,6.34830072219484,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4096241.88993014,10.8957664577756,8.16031109448522,6.73358243354596,6.69459363119677,1,0,1,0,0,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1
16001315.8655408,7.1657315667253,5.24589381250553,8.88945909868926,8.59367523971014,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1
16288041.638956,10.4074870606419,11.4457669318654,8.3502479607705,11.972742768703,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
11769296.0431525,11.5222870716825,9.69956589420326,9.10452953819185,8.08099381322972,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0
22419906.2403697,5.44426691485569,11.5611038911156,11.9263396908063,7.13549045147374,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0
15295711.0386922,7.20811398350634,9.01526802685112,7.38455652189441,10.8117629513144,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1
20773490.1724615,5.83850459544919,9.78954810299911,10.4060666430742,9.49300732882693,0,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1
21629497.8435127,10.1250008223578,6.16686838120222,11.4783906061202,8.04593712091446,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0
16524054.8986834,5.14955541188829,7.72007741965353,9.16026747156866,7.00791970849968,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1
17067779.9786049,9.05679581291042,6.25703987828456,10.8371114546899,7.85462874942459,1,0,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1
4559664.49146042,10.7722664372995,9.2892532015685,6.58906706329435,8.62867025495507,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
2122326.92984974,9.21265948214568,5.46916584367864,8.78719588718377,11.7995046542492,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1
13296950.694075,7.1034498710651,8.93610746855848,7.55448750965297,6.51498514390551,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0
7004303.64120313,11.923743518535,7.08835089136846,7.19387747719884,8.83847635122947,1,1,1,1,1,0,1,0,1,0,1,0,0,1,1,0,1,1,1,1
2846680.27643563,5.507027042564,7.56992094358429,5.06616119528189,11.9724164651707,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13322287.2826524,8.84974714927375,9.06555155618116,9.91441329033114,9.07768267625943,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
13966625.2798397,7.20911486563273,10.9406356634572,8.43614274146967,5.38288851454854,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1
3486793.63850754,5.24603395210579,5.16465884423815,5.52358072460629,7.22887478233315,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
25430793.5220646,10.7786923379172,10.8085797801614,9.97439461527392,8.35105769662187,1,1,0,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1
31982676.3255342,8.78462675027549,9.84726075874642,11.9591154609807,6.90691404556856,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1
5489972.26841494,6.54860406927764,6.75964175118133,7.52656919136643,9.75312328897417,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1
16920186.9134536,10.5696241662372,11.2030115993693,9.75169932004064,11.260561511619,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1
15506715.4613723,10.2611862188205,5.04800723586231,8.87485157162882,5.7059378027916,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
5490659.90376021,6.68672913406044,8.5333606665954,9.31295756925829,7.17363967443816,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1
17591681.2011754,9.79188375431113,6.52045842446387,7.94996802648529,8.34266349673271,1,1,0,0,1,0,1,0,1,0,1,1,0,1,1,1,0,0,0,1
6350883.25445526,11.0303849717602,6.88533386727795,6.34623336442746,6.87835367163643,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
12152371.0033869,10.0646897272673,7.81299690785818,9.66391147719696,11.6686643240973,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1
23622748.9140045,9.2280325118918,6.51998815941624,11.3884007078595,11.1038816280197,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1
11905874.9120299,5.11200707708485,11.7792707940098,5.48253576946445,10.9078391783405,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
13778817.9516348,8.85394062940031,11.6155087780207,11.2549148839898,8.08612473332323,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0
11272023.9001333,11.0422068166081,6.91190807591192,10.8347027860582,7.3195167335216,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1
25224105.7409025,6.65552060492337,11.5657378172036,7.37429409660399,5.23037564288825,1,0,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,0,1,1
11172594.0544728,5.0793771231547,8.82042929460295,5.99391791597009,11.0459137612488,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
20367615.1729992,11.9384012585506,11.495507750893,11.6969276268501,6.36311746039428,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0
7219870.60158554,11.2905679710675,11.27269682521,8.75612119515426,5.0103955892846,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1
11730228.7438441,6.14036979759112,5.53942847205326,9.11793115572073,5.83527433080599,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
14349097.2667631,10.9197808129247,7.58229666459374,10.5082683290821,9.59318717126735,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1
5991743.21297934,11.5815691736061,7.38282598811202,6.0145980308298,6.507716370048,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1
8325861.77679764,7.24170956178568,5.1709967055358,10.9245896164794,10.3204255267046,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0
13894353.4702199,9.11109663452953,9.51313163945451,6.02548469789326,11.4113187144976,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1
7207971.64742846,5.83788578910753,6.56400738097727,10.1837352642324,8.41461550607346,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1
7162131.34601436,7.645321568707,9.06608418445103,5.79860018612817,10.0000357616227,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1
10140441.1663481,9.91073127696291,7.37958240462467,11.9144354702439,7.72254601656459,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
16365898.0803959,8.9095156872645,7.59227566188201,10.699573783204,9.96012141695246,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1
3867154.93202532,11.8135861619376,8.98257504799403,6.59561304049566,5.45244891615584,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0
14514980.5165949,8.45324357831851,10.1931686387397,10.5429916314315,8.18445745646022,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
18114454.2408772,8.69820544333197,8.87683499068953,11.2851454217453,9.33065938390791,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0
4276825.8897067,10.2807553086895,7.96335992706008,5.97204829892144,5.15252350457013,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1
8104807.20891915,8.0094977885019,9.58682938548736,5.35559573536739,9.75224428600632,1,0,1,1,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1
29757315.4384599,10.1253887247294,11.933628662955,10.7818412308116,10.5678364797495,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1
10354491.6131031,7.0169030292891,6.87829200760461,6.77645702823065,7.11285267351195,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1
10860843.1682337,9.57613194803707,7.98981352616102,7.41493087285198,7.88621596922167,1,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0
20589670.8697348,7.28735445812345,11.5378258568235,11.3772534122691,9.65126298228279,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1
14012829.2515595,5.72006679349579,11.0778973763809,7.35789984627627,10.9322043787688,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1
9925860.43594461,9.42065309593454,6.91051556402817,6.92063514096662,7.79519786662422,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1
22344818.3007636,5.91620896663517,7.60243920958601,9.71359666413628,5.18855174886994,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1
7332221.8745865,8.75165585218929,9.10649517108686,6.82343779061921,8.92711294442415,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1
23197919.9257307,8.8233156146016,11.8901109059807,8.41147981467657,10.8351014012005,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1
8651477.40229278,8.87558315787464,5.73484061053023,6.78011889383197,7.26289457199164,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
2221279.08813388,11.76491261716,5.04719720501453,5.79709789156914,7.25730186677538,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1
5579677.32871029,10.9545649203938,8.038389749825,8.79875611746684,7.94122590520419,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1
24422080.6109758,8.32601987174712,9.90213250438683,8.7457491599489,8.77532043610699,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1
26315278.0292094,5.22550381929614,10.9993619513698,8.44104090286419,9.77141313254833,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1
13165163.695105,6.01938298693858,6.11906628520228,9.07851510401815,5.03560171532445,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
20362026.0084837,5.719941920368,9.98370775673538,10.2362537940498,8.19041308225133,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
17469908.7456746,8.35204219748266,10.5365960095078,10.6123590874486,6.48119435296394,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1
10698490.0126408,10.3768317378126,6.44461491680704,5.14750144304708,6.0053518046625,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1
17212604.8347054,10.2015007231385,10.6015730483923,8.96331815235317,5.81453729956411,0,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1
7837037.91428063,9.33215516083874,7.91372365900315,6.11677726614289,8.13646972132847,0,1,1,0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1
8622098.20217413,9.65848681074567,5.57846517628059,5.64893926982768,9.98586998600513,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1
18308818.4543264,6.69243753817864,10.1453516837209,10.5186094255187,7.57980095408857,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,0
10292283.054114,11.9349304283969,9.63680674764328,9.45662291464396,11.5448783771135,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1
19825625.098935,7.92857782100327,7.20931668067351,9.70722519606352,9.8434673899319,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0
9053965.70358203,7.22594881057739,8.13476732955314,8.07631413987838,10.111913834,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1
25839130.4854264,11.1628552761395,11.2062762123533,11.0381802571937,9.18975273589604,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1
25394716.9223136,11.6338917133398,11.2087203799747,11.580089970259,7.20659104408696,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
8002847.41265043,6.67092817206867,8.4710912515875,8.90886878944002,11.3122967265081,1,0,0,1,1,0,1,1,0,1,0,0,0,1,1,0,1,0,1,1
8410036.82806762,11.7259594246279,8.75669685215689,7.15484286728315,10.6762261004187,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
18258368.1555438,5.99756878032349,8.62803589855321,11.3785513606854,10.2156789586879,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1
14939571.6696928,7.33742730459198,11.3462535222061,10.0425685744267,8.38641904527321,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
2441767.29192793,6.72054575919174,6.87870690459386,5.30500754644163,10.5045780248474,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1
14860923.0919064,6.94782657339238,10.0221541388892,8.95678870147094,5.10246499232017,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0
26054181.3288503,8.34108460741118,7.73653495078906,10.4024108306039,8.49780742684379,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1
